Date,Address,Price,PriceTag,Area,Ft_Price,Agency,Region,District,Subdistrict,Code,Area_URL
2025-02-20,Shun Fai Building・Lower Floor・Flat A,$4.72M,S,323ft²,"@$14,613",Centaline,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/transaction/Kennedy-Town_19-HMA111?q=fqa6mx9zpr
2025-02-19,Smithfield Terrace・Block A・Lower Floor・Flat 4,$3.3M,S,265ft²,"@$12,453",Centaline,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/transaction/Kennedy-Town_19-HMA111?q=fqa6mx9zpr
2025-02-18,Harbour View Garden・Tower 3・Lower Floor・Flat A,"$19,000",L,405ft²,@$47,Centaline,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/transaction/Kennedy-Town_19-HMA111?q=fqa6mx9zpr
2025-02-17,Serene Court・21/F・Flat C,$10.8M,S,691ft²,"@$15,630",Land Registry,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/transaction/Kennedy-Town_19-HMA111?q=fqa6mx9zpr
2025-02-15,Kennedy 38・Upper Floor・Flat L,"$23,000",L,302ft²,@$76,Centaline,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/transaction/Kennedy-Town_19-HMA111?q=fqa6mx9zpr
2025-02-15,Treasure Court・Lower Floor・Flat B,"$15,000",L,301ft²,@$50,Centaline,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/transaction/Kennedy-Town_19-HMA111?q=fqa6mx9zpr
2025-02-13,Cayman Rise・Block 2・33/F・Flat G,$7.78M,S,464ft²,"@$16,767",Land Registry,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/transaction/Kennedy-Town_19-HMA111?q=fqa6mx9zpr
2025-02-11,Joyful Building・19/F・Flat F,$7.16M,S,579ft²,"@$12,366",Land Registry,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/transaction/Kennedy-Town_19-HMA111?q=fqa6mx9zpr
2025-02-10,Imperial Kennedy・Upper Floor・Flat A,"$54,000",L,901ft²,@$60,Centaline,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/transaction/Kennedy-Town_19-HMA111?q=fqa6mx9zpr
2025-02-07,Luen Hong Apartments・14/F・Flat 5,$3.5M,S,328ft²,"@$10,671",Land Registry,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/transaction/Kennedy-Town_19-HMA111?q=fqa6mx9zpr
2025-02-05,Harbour View Garden・Tower 2・26/F・Flat 2,$6.45M,S,378ft²,"@$17,063",Land Registry,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/transaction/Kennedy-Town_19-HMA111?q=fqa6mx9zpr
2025-02-04,Ka Ming Building・17/F・Flat A,$2.7M,S,364ft²,"@$7,418",Land Registry,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/transaction/Kennedy-Town_19-HMA111?q=fqa6mx9zpr
2025-02-04,Wah Fai House・3/F・Flat D,$4.15M,S,429ft²,"@$9,674",Land Registry,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/transaction/Kennedy-Town_19-HMA111?q=fqa6mx9zpr
2025-02-03,9-11 North Street・4/F・No. 11,$5.98M,S,413ft²,"@$14,479",Land Registry,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/transaction/Kennedy-Town_19-HMA111?q=fqa6mx9zpr
2025-02-01,The Merton・Tower 1・Middle Floor・Flat A,"$36,000",L,651ft²,@$55,Centaline,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/transaction/Kennedy-Town_19-HMA111?q=fqa6mx9zpr
2025-02-01,Lung Cheung Garden・Middle Floor・Flat C,"$19,500",L,369ft²,@$53,Centaline,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/transaction/Kennedy-Town_19-HMA111?q=fqa6mx9zpr
2025-02-01,Smithfield Terrace・Block A・Lower Floor・Flat 1,"$13,800",L,281ft²,@$49,Centaline,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/transaction/Kennedy-Town_19-HMA111?q=fqa6mx9zpr
2025-01-31,Kennedy 38・Lower Floor・Flat L,"$22,000",L,302ft²,@$73,Centaline,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/transaction/Kennedy-Town_19-HMA111?q=fqa6mx9zpr
2025-01-31,Kennedy 38・Lower Floor・Flat N,"$21,000",L,300ft²,@$70,Centaline,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/transaction/Kennedy-Town_19-HMA111?q=fqa6mx9zpr
2025-01-28,New Fortune House・Block B・3/F・Flat 6,$4M,S,400ft²,"@$10,000",Land Registry,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/transaction/Kennedy-Town_19-HMA111?q=fqa6mx9zpr
2025-01-27,Westview Height・Upper Floor・Flat B,"$14,200",L,259ft²,@$55,Centaline,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/transaction/Kennedy-Town_19-HMA111?q=fqa6mx9zpr
2025-01-27,Kennedy 38・Lower Floor・Flat J,"$21,000",L,288ft²,@$73,Centaline,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/transaction/Kennedy-Town_19-HMA111?q=fqa6mx9zpr
2025-01-27,Pearl Court・Block A・7/F・Flat 8,$5.48M,S,435ft²,"@$12,598",Land Registry,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/transaction/Kennedy-Town_19-HMA111?q=fqa6mx9zpr
2025-01-27,Belcher Court・Block A・1/F・Flat A2,$5.93M,S,374ft²,"@$15,856",Land Registry,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/transaction/Kennedy-Town_19-HMA111?q=fqa6mx9zpr
2025-01-25,Manhattan Heights・Lower Floor・Flat E,"$24,000",L,438ft²,@$55,Centaline,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/transaction/Kennedy-Town_19-HMA111?q=fqa6mx9zpr
2025-01-25,The Merton・Tower 2・Middle Floor・Flat D,"$22,500",L,482ft²,@$47,Centaline,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/transaction/Kennedy-Town_19-HMA111?q=fqa6mx9zpr
2025-01-24,Smithfield Court・Block 2・20/F・Flat C,$6.3M,S,450ft²,"@$14,000",Land Registry,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/transaction/Kennedy-Town_19-HMA111?q=fqa6mx9zpr
2025-01-24,Kam Fai Building・4/F・No. 129,$2.05M,S,--,--,Land Registry,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/transaction/Kennedy-Town_19-HMA111?q=fqa6mx9zpr
2025-01-23,Wah Fai House・Lower Floor・Flat D,$4.15M,S,429ft²,"@$9,674",Centaline,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/transaction/Kennedy-Town_19-HMA111?q=fqa6mx9zpr
2025-01-23,Hoi Tao Building・Block A・14/F・Flat 3,$2.9M,S,267ft²,"@$10,861",Land Registry,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/transaction/Kennedy-Town_19-HMA111?q=fqa6mx9zpr
2025-01-23,Yick Fung Garden・Block B・27/F・Flat A,$7.83M,S,467ft²,"@$16,767",Land Registry,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/transaction/Kennedy-Town_19-HMA111?q=fqa6mx9zpr
2025-01-23,Tai Hong Building・2/F・Flat D,$3.5M,S,329ft²,"@$10,638",Land Registry,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/transaction/Kennedy-Town_19-HMA111?q=fqa6mx9zpr
2025-01-23,Kuk Fung Building・5/F・Flat B,$4M,S,368ft²,"@$10,870",Land Registry,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/transaction/Kennedy-Town_19-HMA111?q=fqa6mx9zpr
2025-01-22,Kennedy 38・Middle Floor・Flat K,"$24,000",L,298ft²,@$81,Centaline,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/transaction/Kennedy-Town_19-HMA111?q=fqa6mx9zpr
2025-01-22,The Sail At Victoria・17/F・Flat B,$21M,S,"1,059ft²","@$19,830",Land Registry,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/transaction/Kennedy-Town_19-HMA111?q=fqa6mx9zpr
2025-01-22,Luen Gay Apartments・23/F・Flat 5,$3.8M,S,327ft²,"@$11,621",Land Registry,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/transaction/Kennedy-Town_19-HMA111?q=fqa6mx9zpr
2025-01-18,Kennedy 38・Upper Floor・Flat L,"$23,500",L,302ft²,@$78,Centaline,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/transaction/Kennedy-Town_19-HMA111?q=fqa6mx9zpr
2025-01-17,Luen Wai Apartment・9/F・Flat 6,$3.2M,S,328ft²,"@$9,756",Land Registry,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/transaction/Kennedy-Town_19-HMA111?q=fqa6mx9zpr
2025-01-17,Luen Hong Apartments・19/F・Flat 9,$3.7M,S,372ft²,"@$9,946",Land Registry,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/transaction/Kennedy-Town_19-HMA111?q=fqa6mx9zpr
2025-01-16,The Merton・Carpark・1/F・No.17 (Site A),$2.15M,S,--,--,Land Registry,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/transaction/Kennedy-Town_19-HMA111?q=fqa6mx9zpr
2025-01-15,Ying Ga Garden・Tai Pak Court (Tower 2)・Upper Floor・Flat B,"$18,000",L,377ft²,@$48,Centaline,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/transaction/Kennedy-Town_19-HMA111?q=fqa6mx9zpr
2025-01-15,Ivy On Belcher's・37/F・Flat D,$11.4M,S,535ft²,"@$21,308",Land Registry,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/transaction/Kennedy-Town_19-HMA111?q=fqa6mx9zpr
2025-01-14,The Hudson・Middle Floor・Flat D,"$30,000",L,464ft²,@$65,Centaline,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/transaction/Kennedy-Town_19-HMA111?q=fqa6mx9zpr
2025-01-13,Serene Court・1/F・Flat G,$7.68M,S,691ft²,"@$11,107",Land Registry,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/transaction/Kennedy-Town_19-HMA111?q=fqa6mx9zpr
2025-01-13,The Merton・Tower 2・51/F・Flat F,$8.98M,S,474ft²,"@$18,945",Land Registry,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/transaction/Kennedy-Town_19-HMA111?q=fqa6mx9zpr
2025-01-12,Kennedy 38・Middle Floor・Flat F,"$20,500",L,265ft²,@$77,Centaline,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/transaction/Kennedy-Town_19-HMA111?q=fqa6mx9zpr
2025-01-11,Ying Ga Garden・Tai Pak Court (Tower 2)・Upper Floor・Flat B,"$18,500",L,377ft²,@$49,Centaline,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/transaction/Kennedy-Town_19-HMA111?q=fqa6mx9zpr
2025-01-10,The Merton・Tower 3・Upper Floor・Flat H,"$19,000",L,313ft²,@$61,Centaline,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/transaction/Kennedy-Town_19-HMA111?q=fqa6mx9zpr
2025-01-10,Imperial Kennedy・Lower Floor・Flat A,"$30,000",L,558ft²,@$54,Centaline,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/transaction/Kennedy-Town_19-HMA111?q=fqa6mx9zpr
2025-01-09,Luen Hong Apartments・2/F・Flat 12,$3.3M,S,328ft²,"@$10,061",Land Registry,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/transaction/Kennedy-Town_19-HMA111?q=fqa6mx9zpr
2025-01-09,Westview Height・2/F・Flat A,$4M,S,264ft²,"@$15,152",Land Registry,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/transaction/Kennedy-Town_19-HMA111?q=fqa6mx9zpr
2025-01-09,The Highline・20/F・Flat C,$9.82M,S,382ft²,"@$25,712",Land Registry,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/transaction/Kennedy-Town_19-HMA111?q=fqa6mx9zpr
2025-01-08,Ivy On Belcher's・Lower Floor・Flat C,"$20,500",L,399ft²,@$51,Centaline,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/transaction/Kennedy-Town_19-HMA111?q=fqa6mx9zpr
2025-01-07,Lungga Mansion・2/F・Flat A,$3.5M,S,297ft²,"@$11,785",Land Registry,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/transaction/Kennedy-Town_19-HMA111?q=fqa6mx9zpr
2025-01-07,Luen Wai Apartment・2/F・Flat 7,$5M,S,391ft²,"@$12,788",Land Registry,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/transaction/Kennedy-Town_19-HMA111?q=fqa6mx9zpr
2025-01-06,Serene Court・10/F・Flat E,$5.5M,S,475ft²,"@$11,579",Land Registry,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/transaction/Kennedy-Town_19-HMA111?q=fqa6mx9zpr
2025-01-06,The Merton・Tower 3・48/F・Flat D,$9.9M,S,530ft²,"@$18,679",Land Registry,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/transaction/Kennedy-Town_19-HMA111?q=fqa6mx9zpr
2025-01-06,Harbour View Garden・Tower 1・28/F・Flat 2,$7.35M,S,437ft²,"@$16,819",Land Registry,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/transaction/Kennedy-Town_19-HMA111?q=fqa6mx9zpr
2025-01-03,On Fat Building・5/F・Flat B,$3M,S,322ft²,"@$9,317",Land Registry,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/transaction/Kennedy-Town_19-HMA111?q=fqa6mx9zpr
2025-01-03,The Merton・Tower 2・16/F・Flat F,$8.6M,S,470ft²,"@$18,298",Land Registry,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/transaction/Kennedy-Town_19-HMA111?q=fqa6mx9zpr
2025-01-02,Kennedy 38・Lower Floor・Flat N,"$22,000",L,300ft²,@$73,Centaline,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/transaction/Kennedy-Town_19-HMA111?q=fqa6mx9zpr
2025-01-02,Cayman Rise・Block 2・36/F・Flat A,$11M,S,642ft²,"@$17,134",Land Registry,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/transaction/Kennedy-Town_19-HMA111?q=fqa6mx9zpr
2025-01-02,Luen Hong Apartments・17/F・Flat 7,$4.3M,S,391ft²,"@$10,997",Land Registry,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/transaction/Kennedy-Town_19-HMA111?q=fqa6mx9zpr
2025-01-02,Shun On Building・5/F・Flat A,$4.9M,S,356ft²,"@$13,764",Land Registry,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/transaction/Kennedy-Town_19-HMA111?q=fqa6mx9zpr
2025-01-01,The Merton・Tower 1・Lower Floor・Flat A,"$35,000",L,651ft²,@$54,Centaline,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/transaction/Kennedy-Town_19-HMA111?q=fqa6mx9zpr
2024-12-31,On Fat Building・20/F・Flat I,$4.08M,S,408ft²,"@$10,000",Land Registry,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/transaction/Kennedy-Town_19-HMA111?q=fqa6mx9zpr
