building_key,midland_id,midland_original_key,midland_name,centanet_id,centanet_original_key,centanet_name,match_score
MD_B000023631,B000023631,B000023631,Sung Kee Factory Building,f6062e58-16eb-45cb-aeab-544d267a90d8,f6062e58-16eb-45cb-aeab-544d267a90d8,Sung Kee Factory Building,90.0
MD_B000020917,B000020917,B000020917,Sung's Tower,ae6a5915-802b-4b00-8e7c-7e5d1f0ce8c3,ae6a5915-802b-4b00-8e7c-7e5d1f0ce8c3,Sung's Tower,90.0
MD_B000023780,B000023780,B000023780,Tai Tak Industrial Building,aa2d922c-34c1-45b8-a610-2a160aadcdac,aa2d922c-34c1-45b8-a610-2a160aadcdac,Tai Tak Industrial Building,90.0
MD_B000020465,B000020465,B000020465,Tak Kee Group Centre,8a605e96-4caa-43a8-bf46-69bd97ea4a12,8a605e96-4caa-43a8-bf46-69bd97ea4a12,Tak Kee Group Centre,90.0
MD_B000077104,B000077104,B000077104,The Galaxy,ce53604d-a5b4-44dd-9e6c-faf12923b698,ce53604d-a5b4-44dd-9e6c-faf12923b698,The Galaxy,90.0
MD_B000080612,B000080612,B000080612,The Star,94d2240b-66df-47d1-b312-5cf19207cb88,94d2240b-66df-47d1-b312-5cf19207cb88,The Star,88.6
MD_B000024415,B000024415,B000024415,The Venus Industrial Building,00d93d70-8364-4c4a-a571-05a0f28e46d4,00d93d70-8364-4c4a-a571-05a0f28e46d4,Venus Industrial Building,90.0
MD_B000059544,B000059544,B000059544,Tower A Viking Technology And Business Centre,38fd0b5d-c3e2-4dcb-b840-2804808905ce,38fd0b5d-c3e2-4dcb-b840-2804808905ce,Viking Technology & Business Centre A,78.0
MD_B000067518,B000067518,B000067518,Tower B Viking Technology And Business Centre,cbbf10ad-90a5-4d29-89ea-2e3c913f2686,cbbf10ad-90a5-4d29-89ea-2e3c913f2686,Viking Technology & Business Centre B,90.0
MD_B000007121,B000007121,B000007121,Trans Asia Centre,3d03978b-f837-4593-babf-9dbaca23524a,3d03978b-f837-4593-babf-9dbaca23524a,Trans Asia Centre,90.0
MD_B000007234,B000007234,B000007234,Trust Centre,d2fe32ec-185e-4b79-97c1-9b3ad250c3ae,d2fe32ec-185e-4b79-97c1-9b3ad250c3ae,Trust Centre,90.0
MD_B000024182,B000024182,B000024182,Tsing Yi Industrial Centre Phase I Block A,372e9041-6897-493c-be04-5f5400ac3ff6,372e9041-6897-493c-be04-5f5400ac3ff6,"Tsing Yi Industrial Centre Ph. 2, Blk. D",83.4
MD_B000059745,B000059745,B000059745,Tsing Yi Industrial Centre Phase I Block B,fb387c43-746e-42c9-af01-a99cdb7759a8,fb387c43-746e-42c9-af01-a99cdb7759a8,"Tsing Yi Industrial Centre Ph. 1, Blk. B",83.4
MD_B000024263,B000024263,B000024263,Tung Chun Industrial Building Stage I (block A),8418f18e-ef67-4b0f-9601-f06e1d880c90,8418f18e-ef67-4b0f-9601-f06e1d880c90,Tung Chun Industrial Building A,90.0
MD_B000059548,B000059548,B000059548,Tung Chun Industrial Building Stage Ii (block B),6458577b-989a-4495-82d2-7b4be772c687,6458577b-989a-4495-82d2-7b4be772c687,Tung Chun Industrial Building B,90.0
MD_B000024293,B000024293,B000024293,Tung Luen Industrial Building,cb7f3432-6d84-4427-8bb2-ef7dc717c2d0,cb7f3432-6d84-4427-8bb2-ef7dc717c2d0,Tung Luen Industrial Building,85.4
MD_B000019965,B000019965,B000019965,Tung Tak Centre,e6cd560f-ff2e-4426-9bb1-dcfe9470b3c9,e6cd560f-ff2e-4426-9bb1-dcfe9470b3c9,Tung Tak Centre,90.0
MD_B000024398,B000024398,B000024398,Valid Industrial Centre,664b3937-5eb6-4293-9e54-a396bb408662,664b3937-5eb6-4293-9e54-a396bb408662,Valid Industrial Centre,88.2
MD_B000007117,B000007117,B000007117,Vanta Industrial Centre,bc3bd500-e4e0-4b76-876c-95e1000e24a1,bc3bd500-e4e0-4b76-876c-95e1000e24a1,Vanta Industrial Centre,90.0
MD_B000024443,B000024443,B000024443,Vigor Industrial Building Block A,9b405e1b-ffc0-422b-84f3-d68279769386,9b405e1b-ffc0-422b-84f3-d68279769386,Vigor Industrial Building A,90.0
MD_B000059749,B000059749,B000059749,Vigor Industrial Building Block B,8f214445-3080-4214-bd3a-46a18814a963,8f214445-3080-4214-bd3a-46a18814a963,Vigor Industrial Building B,90.0
MD_B000024444,B000024444,B000024444,"Vigor Industrial Building, Block 1",951be6ec-57ab-47ad-9604-68a45a21802e,951be6ec-57ab-47ad-9604-68a45a21802e,Vigor Industrial Building II,86.4
MD_B000024526,B000024526,B000024526,Waford Industrial Building,9add7617-0bfa-4882-9ddf-478ace537ac3,9add7617-0bfa-4882-9ddf-478ace537ac3,Waford Industrial Building,83.0
MD_B000024546,B000024546,B000024546,Wah Fat Industrial Building,ca26ae96-d909-40af-90c3-4106bf9c96ee,ca26ae96-d909-40af-90c3-4106bf9c96ee,Wah Fat Industrial Building,90.0
MD_B000024617,B000024617,B000024617,Wah Sing Industrial Building,06214307-02c3-409b-82dd-420e81d2ee19,06214307-02c3-409b-82dd-420e81d2ee19,Wah Sing Industrial Building,90.0
MD_B000007118,B000007118,B000007118,Well Fung Industrial Centre,76fb69d9-390d-4962-ae60-006f3ccd07ac,76fb69d9-390d-4962-ae60-006f3ccd07ac,Well Fung Industrial Centre,78.0
MD_B000059873,B000059873,B000059873,Wing Cheung Industrial Building,c68fb979-91aa-425d-b5ba-d4406e66332f,c68fb979-91aa-425d-b5ba-d4406e66332f,Wing Cheung Industrial Building (KC),90.0
MD_B000024953,B000024953,B000024953,Wing Kin Industrial Building,76b0a5f7-ec76-4c17-b2ab-cd16ef32290a,76b0a5f7-ec76-4c17-b2ab-cd16ef32290a,Kiu Kwong Industrial Building,76.4
MD_B000024971,B000024971,B000024971,Wing Loi Industrial Building,dd156fa9-aeb9-4fe5-a29e-018428632afb,dd156fa9-aeb9-4fe5-a29e-018428632afb,Shing On Industrial Building,76.8
MD_B000007784,B000007784,B000007784,"Wyler Centre, Phase Ii",e1e3640b-3407-4ed7-afed-705d6c79c755,e1e3640b-3407-4ed7-afed-705d6c79c755,Wyler Centre Phase II,90.0
MD_B000025205,B000025205,B000025205,Yam Hop Hing Industrial Building,f40f5352-5cd2-485a-992b-ecd5d07ce9ef,f40f5352-5cd2-485a-992b-ecd5d07ce9ef,Yam Hop Hing Industrial Building,90.0
MD_B000025473,B000025473,B000025473,Young Ya Industrial Building,e66706b4-7cb0-4eb5-90e0-f451b35f1427,e66706b4-7cb0-4eb5-90e0-f451b35f1427,Young Ya Industrial Building,90.0
MD_B000059875,B000059875,B000059875,88 Kwai Cheong Road,41201c25-7585-4af5-87ba-75b1829fb2d6,41201c25-7585-4af5-87ba-75b1829fb2d6,88 Kwai Cheong Road,90.0
MD_B000059732,B000059732,B000059732,Adp Pentagon Centre,f4a2a282-167b-4e60-a1c2-ca5fc33eae8a,f4a2a282-167b-4e60-a1c2-ca5fc33eae8a,ADP Pentagon Centre,80.8
MD_B000018240,B000018240,B000018240,Bonsun Industrial Building,03a70009-d322-4c80-957d-412731b6c19a,03a70009-d322-4c80-957d-412731b6c19a,Bonsun Industrial Building,90.0
MD_B000007092,B000007092,B000007092,Cable Tv Tower,b4172d34-26ea-45c2-87ec-f56ed0c98607,b4172d34-26ea-45c2-87ec-f56ed0c98607,Cable TV Tower,90.0
MD_B000018462,B000018462,B000018462,Cheong Tai Industrial Building,5099dc37-c2c3-4871-be3e-3f6ff872f739,5099dc37-c2c3-4871-be3e-3f6ff872f739,Cheong Tai Industrial Building,90.0
MD_B000007250,B000007250,B000007250,Cheung Fung Industrial Building,f5dd4fbd-e04c-4a2d-a83e-050d8321e20f,f5dd4fbd-e04c-4a2d-a83e-050d8321e20f,Well Industrial Building,76.4
MD_B000077806,B000077806,B000077806,Dan6,de0ea0b9-4818-495f-8c7d-71ff77e089d4,de0ea0b9-4818-495f-8c7d-71ff77e089d4,DAN6,89.0
MD_B000007252,B000007252,B000007252,Ew International Tower,332605d5-446d-4d3c-ac75-ef9161b636d2,332605d5-446d-4d3c-ac75-ef9161b636d2,EW International Tower,87.6
MD_B000019422,B000019422,B000019422,Glee Industrial Building,38839a00-46d3-4b34-b649-595b440e3105,38839a00-46d3-4b34-b649-595b440e3105,Glee Industrial Building,90.0
MD_B000019425,B000019425,B000019425,Global Trade Centre,4f8e0b7c-62a8-4aa5-b045-ed89a01e97cc,4f8e0b7c-62a8-4aa5-b045-ed89a01e97cc,Global Trade Centre,90.0
MD_B000007254,B000007254,B000007254,Golden Bear Industrial Centre,9b68b830-81d8-42c5-b58c-bcbb523804b9,9b68b830-81d8-42c5-b58c-bcbb523804b9,Golden Bear Industrial Centre,90.0
MD_B000019510,B000019510,B000019510,Goodwill Industrial Building,eecf9fc4-c0e1-4b6e-9799-dd0a0231b57c,eecf9fc4-c0e1-4b6e-9799-dd0a0231b57c,Goodwill Industrial Building,90.0
MD_B000019796,B000019796,B000019796,Henry Centre,cce5478a-26c6-46c2-a4c5-a1ef8e559dcf,cce5478a-26c6-46c2-a4c5-a1ef8e559dcf,Henry Centre,90.0
MD_B000007947,B000007947,B000007947,Hi-tech Industrial Centre Block A,cdea81c8-afef-462a-bd8d-49ca588d5e68,cdea81c8-afef-462a-bd8d-49ca588d5e68,Hi-tech Industrial Centre A,90.0
MD_B000007949,B000007949,B000007949,Hi-tech Industrial Centre Block B,50fa54c2-f6ea-4194-ac77-47178040940e,50fa54c2-f6ea-4194-ac77-47178040940e,Hi-tech Industrial Centre B,86.6
MD_B000007255,B000007255,B000007255,Ho Lik Centre,5525a308-a072-47da-b407-0a2ad506f8f3,5525a308-a072-47da-b407-0a2ad506f8f3,Ho Lik Centre,87.8
MD_B000007256,B000007256,B000007256,International Trade Centre,3d50d0cd-ba5d-4308-b6a3-07db81082c20,3d50d0cd-ba5d-4308-b6a3-07db81082c20,International Trade Centre,88.2
MD_B000059721,B000059721,B000059721,King Palace Plaza,b339be6e-68e7-4f7b-9782-6867c2a2c9f7,b339be6e-68e7-4f7b-9782-6867c2a2c9f7,King Palace Plaza (TW),87.8
MD_B000007938,B000007938,B000007938,Kong Nam Industrial Building Block A,6ed0c496-caf9-48a8-b136-01923801ddcd,6ed0c496-caf9-48a8-b136-01923801ddcd,Kong Nam Industrial Building A,86.6
MD_B000007940,B000007940,B000007940,Kong Nam Industrial Building Block B,0545a1a9-cbab-4e8a-b951-273a38764d79,0545a1a9-cbab-4e8a-b951-273a38764d79,Kong Nam Industrial Building B,86.6
MD_B000007943,B000007943,B000007943,"Leader Industrial Centre, Block 2",db158451-115f-4013-9f11-6e5532bab8c9,db158451-115f-4013-9f11-6e5532bab8c9,Leader Industrial Centre 1,87.6
MD_B000007248,B000007248,B000007248,Lucida Industrial Building,331a05a8-5818-414f-bf17-e5c99488d068,331a05a8-5818-414f-bf17-e5c99488d068,Lucida Industrial Building,90.0
MD_B000007249,B000007249,B000007249,Mega Trade Centre,b99db676-5ddd-4cb0-94f7-79bffc56263d,b99db676-5ddd-4cb0-94f7-79bffc56263d,Mega Trade Centre,88.8
MD_B000007944,B000007944,B000007944,Million Fortune Industrial Centre,e65cda16-99ba-45b4-bc60-f446906a43d8,e65cda16-99ba-45b4-bc60-f446906a43d8,Million Fortune Industrial Centre,90.0
MD_B000073300,B000073300,B000073300,One Midtown,96984e01-e918-4989-89b7-fcb9ba84c4af,96984e01-e918-4989-89b7-fcb9ba84c4af,One Midtown,90.0
MD_B000007089,B000007089,B000007089,Southeast Industrial Building,62a64984-ff21-402a-9b99-751e3ad58f31,62a64984-ff21-402a-9b99-751e3ad58f31,Southeast Industrial Building,86.6
MD_B000023668,B000023668,B000023668,Sunwise Industrial Building,80e5f9f9-95a1-4a51-9ff6-eebd4fcd3c0c,80e5f9f9-95a1-4a51-9ff6-eebd4fcd3c0c,Sunwise Industrial Building,90.0
MD_B000023671,B000023671,B000023671,"Superluck Industrial Centre, Phase 2",ff4c600b-dd1c-4a02-929a-3ab609f5478f,ff4c600b-dd1c-4a02-929a-3ab609f5478f,Superluck Industrial Centre II,79.0
MD_B000059725,B000059725,B000059725,"Superluck Industrial Centre, Phase I",473af421-15fd-4196-bc04-fba997217a89,473af421-15fd-4196-bc04-fba997217a89,Superluck Industrial Centre I,90.0
MD_B000059730,B000059730,B000059730,Tcl Tower,28a7275f-f5f7-468e-b518-c663fafc20c4,28a7275f-f5f7-468e-b518-c663fafc20c4,TCL Tower,90.0
MD_B000023958,B000023958,B000023958,Texaco Road Industrial Centre Block A,71ce9c03-2f21-4c84-b53b-7951815637c3,71ce9c03-2f21-4c84-b53b-7951815637c3,Texaco Road Industrial Centre Block A,90.0
MD_B000059741,B000059741,B000059741,Texaco Road Industrial Centre Block B,e22c737d-57b6-41f3-9f9a-2beef1e68e9f,e22c737d-57b6-41f3-9f9a-2beef1e68e9f,Texaco Road Industrial Centre Block B,90.0
MD_B000007491,B000007491,B000007491,Thriving Industrial Centre,7e6f4f45-e5c7-45e1-a147-de3a52006cfa,7e6f4f45-e5c7-45e1-a147-de3a52006cfa,Thriving Industrial Centre,90.0
MD_B000077793,B000077793,B000077793,Tml Tower,eb623313-5ff1-40e8-a39c-98cf457a3ae8,eb623313-5ff1-40e8-a39c-98cf457a3ae8,TML Tower,90.0
MD_B000024196,B000024196,B000024196,Tsuen Tung Factory Building,398c7b7d-c468-4604-8b92-d73223bed2c9,398c7b7d-c468-4604-8b92-d73223bed2c9,Tsuen Hing Factory Building,80.4
MD_B000024201,B000024201,B000024201,Tsuen Wan Industrial Building,b5a1d07f-9dcb-4448-a317-68f44bc37db6,b5a1d07f-9dcb-4448-a317-68f44bc37db6,Tsuen Wan Industrial Building,90.0
MD_B000059698,B000059698,B000059698,Wang Cheong Enterprises Centre,a2ab6864-c4b0-4493-a363-35ad706ef06e,a2ab6864-c4b0-4493-a363-35ad706ef06e,Wang Cheong Enterprises Centre,88.8
MD_B000007527,B000007527,B000007527,Wang Lung Industrial Building,aefd570b-35b7-43b6-8f28-7541a80348cf,aefd570b-35b7-43b6-8f28-7541a80348cf,Sum Lung Industrial Building,76.6
MD_B000024934,B000024934,B000024934,Wing Hang Industrial Building,b30169bd-2b95-4a9f-a7a5-5190e40334db,b30169bd-2b95-4a9f-a7a5-5190e40334db,Wing Hang Industrial Building,90.0
MD_B000024939,B000024939,B000024939,Wing Hing Industrial Building,8e3fe4ef-3387-4de0-a9fb-a56f09475e4b,8e3fe4ef-3387-4de0-a9fb-a56f09475e4b,Sang Hing Industrial Building,78.4
MD_B000059652,B000059652,B000059652,Goodman Western Plaza,95ca8851-b5b4-4a73-98fe-b16a306e1ffa,95ca8851-b5b4-4a73-98fe-b16a306e1ffa,Western Plaza,81.6
MD_B000021001,B000021001,B000021001,Kwong Kin Trade Centre,de059081-1e40-458f-8332-4b7d0d50a6d7,de059081-1e40-458f-8332-4b7d0d50a6d7,Kwong Kin Trade Centre,90.0
MD_B000022051,B000022051,B000022051,Nan Fung Industrial City Block 1,a71e3f28-f5b1-4c4c-a49c-b18345db8a5a,a71e3f28-f5b1-4c4c-a49c-b18345db8a5a,Nan Fung Industrial City Block 1,90.0
MD_B000059622,B000059622,B000059622,Nan Fung Industrial City Block 2,29764feb-5040-4059-a7ee-53ff26011094,29764feb-5040-4059-a7ee-53ff26011094,Nan Fung Industrial City Block 2,90.0
MD_B000059623,B000059623,B000059623,Nan Fung Industrial City Block 3,f7f6431d-fc2c-438d-bbd3-fb52d4e55466,f7f6431d-fc2c-438d-bbd3-fb52d4e55466,Nan Fung Industrial City Block 3,90.0
MD_B000059624,B000059624,B000059624,Nan Fung Industrial City Block 4,d6edd6d3-37d1-4e44-bbca-cbdb5e6e8fb0,d6edd6d3-37d1-4e44-bbca-cbdb5e6e8fb0,Nan Fung Industrial City Block 4,90.0
MD_B000059625,B000059625,B000059625,Nan Fung Industrial City Block 5,36f5fddf-4f5f-41d1-a4d9-d5ddee622617,36f5fddf-4f5f-41d1-a4d9-d5ddee622617,Nan Fung Industrial City Block 5,90.0
MD_B000023847,B000023847,B000023847,Tak Lee Industrial Centre Block A,23e6527b-ad10-4a36-82b2-78918d3d9102,23e6527b-ad10-4a36-82b2-78918d3d9102,Tak Lee Industrial Centre A,90.0
MD_B000059654,B000059654,B000059654,Tak Lee Industrial Centre Block B,1d2f179e-831b-4484-89bf-dbb29f157af7,1d2f179e-831b-4484-89bf-dbb29f157af7,Tak Lee Industrial Centre B,90.0
MD_B000018069,B000018069,B000018069,Yick Fung Group Building,8171f5a2-5d52-4c7b-9413-cab83efd464b,8171f5a2-5d52-4c7b-9413-cab83efd464b,Yick Fung Group Building,90.0
MD_B000021103,B000021103,B000021103,Lai Sun Yuen Long Centre,8d5b44af-d6ea-4279-a754-4e633a4a2f06,8d5b44af-d6ea-4279-a754-4e633a4a2f06,Lai Sun Yuen Long Centre,78.0
MD_B000024773,B000024773,B000024773,Wang Yip Centre,6a7abf08-2b92-481e-b052-51075f85e41a,6a7abf08-2b92-481e-b052-51075f85e41a,Wang Yip Centre,90.0
MD_B000025548,B000025548,B000025548,Yuen Long Trade Centre,cd5d8415-1f62-47b0-898d-596fa652a8ba,cd5d8415-1f62-47b0-898d-596fa652a8ba,Yuen Long Trading Centre,84.6
MD_B000059462,B000059462,B000059462,Jumbo Plaza,1af077ba-5e35-4f3b-99c8-05320d9e431c,1af077ba-5e35-4f3b-99c8-05320d9e431c,Jumbo Plaza,90.0
MD_B000023760,B000023760,B000023760,Tai Ping Industrial Centre Block 1,c7ee185d-f7d2-4dab-8655-65fc3cd4b667,c7ee185d-f7d2-4dab-8655-65fc3cd4b667,Tai Ping Industrial Centre Block 1,90.0
MD_B000059686,B000059686,B000059686,Tai Ping Industrial Centre Block 2,0ff71104-94f4-4cf7-835a-17bde48d2106,0ff71104-94f4-4cf7-835a-17bde48d2106,Tai Ping Industrial Centre Block 2,90.0
MD_B000059687,B000059687,B000059687,Tai Ping Industrial Centre Block 3,e39c6960-c8df-4633-b0cc-545374482d12,e39c6960-c8df-4633-b0cc-545374482d12,Tai Ping Industrial Centre Block 3,90.0
MD_B000059688,B000059688,B000059688,Tai Ping Industrial Centre Block 4,d53fc6c1-204a-4b4f-b535-990c8bf46774,d53fc6c1-204a-4b4f-b535-990c8bf46774,Tai Ping Industrial Centre Block 4,89.4
MD_B000023761,B000023761,B000023761,Tai Ping Industrial Park block A,b08df4dd-3e13-442a-9ff9-45741b7a051b,b08df4dd-3e13-442a-9ff9-45741b7a051b,Tai Ping Industrial Park,90.0
MD_B000054903,B000054903,B000054903,Cct Telecom Building,e17a9636-27ea-4400-87fe-1e658006c95f,e17a9636-27ea-4400-87fe-1e658006c95f,CCT Telecom Building,88.4
MD_B000018375,B000018375,B000018375,Century Industrial Centre,56791812-397e-4d3b-9b0c-78529c9af09e,56791812-397e-4d3b-9b0c-78529c9af09e,Century Industrial Centre,90.0
MD_B000019132,B000019132,B000019132,Fo Tan Industrial Centre,8dd4b945-6f74-44d6-b3b3-f80a07cca500,8dd4b945-6f74-44d6-b3b3-f80a07cca500,Fo Tan Industrial Centre,90.0
MD_B000019138,B000019138,B000019138,Fonda Industrial Building,80c30d7b-5208-4783-af53-a4bc0c2dcd06,80c30d7b-5208-4783-af53-a4bc0c2dcd06,Fonda Industrial Building,90.0
MD_B000019225,B000019225,B000019225,Fu Cheung Centre,e87ff898-e93f-4f72-9d5c-657f8762f3fc,e87ff898-e93f-4f72-9d5c-657f8762f3fc,Fu Cheung Centre,90.0
MD_B000019482,B000019482,B000019482,Goldfield Industrial Centre Block A,958168c4-1633-4753-893d-190bfdac7398,958168c4-1633-4753-893d-190bfdac7398,Goldfield Industrial Centre,85.8
MD_B000066957,B000066957,B000066957,"Goodman Shatin Logistics Centre, Phase I",a1219d58-cf5c-4db7-b2ef-0d51524cc8ba,a1219d58-cf5c-4db7-b2ef-0d51524cc8ba,Goodman Shatin Logistics Centre 2,88.19999999999999
MD_B000019716,B000019716,B000019716,Haribest Industrial Building,e123f510-c203-4736-9c1d-f1d42752e338,e123f510-c203-4736-9c1d-f1d42752e338,Haribest Industrial Building,90.0
MD_B000019723,B000019723,B000019723,Harry Industrial Building,daaa6bed-5ff4-4a2a-bc8f-f4ef40ac4e2a,daaa6bed-5ff4-4a2a-bc8f-f4ef40ac4e2a,Wah Lung Industrial Building,76.8
MD_B000020783,B000020783,B000020783,Kin Ho Industrial Building Block I,bd08ec49-4a7c-44f0-875d-894286ef07ba,bd08ec49-4a7c-44f0-875d-894286ef07ba,Kin Ho Industrial Building Block 2,88.19999999999999
MD_B000022101,B000022101,B000022101,New Trade Plaza Block A,0b7d3e23-48df-4862-b639-39344b46c534,0b7d3e23-48df-4862-b639-39344b46c534,New Trade Plaza Block A,90.0
MD_B000022313,B000022313,B000022313,New Trade Plaza Block B,0a30bdaa-fa87-44aa-8aaa-2bdaa2c6a9a3,0a30bdaa-fa87-44aa-8aaa-2bdaa2c6a9a3,New Trade Plaza Block B,90.0
MD_B000022279,B000022279,B000022279,On Ho Industrial Building,31b80750-dfa0-46ac-a8a2-423fc81a23d1,31b80750-dfa0-46ac-a8a2-423fc81a23d1,On Ho Industrial Building,90.0
MD_B000059786,B000059786,B000059786,Power Industrial Building,eaef9214-2585-47f2-81e6-7f7f144babff,eaef9214-2585-47f2-81e6-7f7f144babff,Power Industrial Building,90.0
MD_B000023097,B000023097,B000023097,Shatin Industrial Building,ede3df13-05b7-46e2-b8d5-f2eb903332a5,ede3df13-05b7-46e2-b8d5-f2eb903332a5,Shatin Industrial Building,90.0
MD_B000023098,B000023098,B000023098,"Shatin Industrial Centre, Block A",8322fc5f-838a-46d0-bb1b-47f9ff4c5176,8322fc5f-838a-46d0-bb1b-47f9ff4c5176,Shatin Industrial Centre Block A,90.0
MD_B000059551,B000059551,B000059551,"Shatin Industrial Centre, Block B",391893a6-1d83-441c-a515-af94323f5e91,391893a6-1d83-441c-a515-af94323f5e91,Shatin Industrial Centre Block B,90.0
MD_B000023646,B000023646,B000023646,Sunking Factory Building,0c9b82b9-e37d-48a1-9aad-a0805de6ad26,0c9b82b9-e37d-48a1-9aad-a0805de6ad26,Sunking Factory Building,90.0
MD_B000023948,B000023948,B000023948,Technology Park,45cbc58b-5ddb-4542-840f-2a71215fccc2,45cbc58b-5ddb-4542-840f-2a71215fccc2,Technology Park,90.0
MD_B000024134,B000024134,B000024134,Topsail Plaza,d52d8b0c-fd0a-4a4b-a5d1-604089a9d519,d52d8b0c-fd0a-4a4b-a5d1-604089a9d519,Topsail Plaza,90.0
MD_B000024142,B000024142,B000024142,Transport City Building,ac43a572-a909-4211-ad16-60259129b75b,ac43a572-a909-4211-ad16-60259129b75b,Transport City Building,90.0
MD_B000024373,B000024373,B000024373,Unison Industrial Centre,d1584f17-ecf9-4491-9c4d-e0a849e80793,d1584f17-ecf9-4491-9c4d-e0a849e80793,Unison Industrial Centre,90.0
MD_B000024385,B000024385,B000024385,Universal Industrial Centre,69a100f9-cbe7-4867-a585-e4f3b7ae89f0,69a100f9-cbe7-4867-a585-e4f3b7ae89f0,Universal Industrial Centre,90.0
MD_B000024397,B000024397,B000024397,Valiant Industrial Centre,f310972d-8bbd-40cf-953a-56b17eb8ac7b,f310972d-8bbd-40cf-953a-56b17eb8ac7b,Valiant Industrial Centre,90.0
MD_B000024581,B000024581,B000024581,Wah Lai Industrial Centre,6f438de7-7644-40bc-a004-1a818c0acb57,6f438de7-7644-40bc-a004-1a818c0acb57,Wah Tat Industrial Centre B,77.2
MD_B000024588,B000024588,B000024588,Wah Lok Industrial Centre Block A,10d69e46-77b2-4f70-8ccc-0d7252ef22e6,10d69e46-77b2-4f70-8ccc-0d7252ef22e6,Wah Lok Industrial Centre Block A,90.0
MD_B000059773,B000059773,B000059773,Wah Lok Industrial Centre Block E,be3a8333-038e-436a-b2f5-b162cda1f652,be3a8333-038e-436a-b2f5-b162cda1f652,Wah Lok Industrial Centre Block E,90.0
MD_B000024631,B000024631,B000024631,Wah Wai Centre,f366a313-fe2c-4e4b-a644-7686638ba85f,f366a313-fe2c-4e4b-a644-7686638ba85f,Wah Wai Centre,90.0
MD_B000024645,B000024645,B000024645,Wah Yiu Industrial Centre,42dc338b-41f8-4b3b-9e24-853ba6d2e5be,42dc338b-41f8-4b3b-9e24-853ba6d2e5be,Wah Yiu Industrial Centre,90.0
MD_B000025174,B000025174,B000025174,Worldwide Industrial Centre,e1cb26ab-dc98-47b3-9b04-bdfe68c76651,e1cb26ab-dc98-47b3-9b04-bdfe68c76651,Worldwide Industrial Centre,90.0
MD_B000025214,B000025214,B000025214,Yan Hing Centre,4847ffa8-50ca-4cae-89f3-7032e64deb3c,4847ffa8-50ca-4cae-89f3-7032e64deb3c,Yan Hing Centre,90.0
MD_B000007490,B000007490,B000007490,Technology Plaza,5d101f68-a404-4afb-b796-d858ccfe571d,5d101f68-a404-4afb-b796-d858ccfe571d,Technology Plaza (NP),90.0
